Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response,totalSeasons,ratingSite,tomatoMeter
Extract,2009,R,2009-09-04,92 min,"Comedy, Crime, Romance",Mike Judge,Mike Judge,"Jason Bateman, Mila Kunis, Kristen Wiig, Ben Affleck","Joel, the owner of an extract plant, tries to contend with myriad personal and professional problems, such as his potentially unfaithful wife and employees who want to take advantage of him.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgzNzU3OTQ4NV5BMl5BanBnXkFtZTcwOTY3MzA4Mg@@._V1_SX300.jpg,61,6.2,42313,tt1225822,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1211183-extract/,2009-12-22,"$10,642,511",Miramax,http://www.extract-the-movie.com/,True,NA,Rotten Tomatoes,62%
Masked and Anonymous,2003,PG-13,2003-08-08,112 min,"Comedy, Drama, Music, Western",Larry Charles,"Bob Dylan, Larry Charles","Bob Dylan, Jeff Bridges, Penélope Cruz, John Goodman","A singer, whose career has gone on a downward spiral, is forced to make a comeback to the performance stage for a benefit concert.",English,"UK, USA",1 win.,https://m.media-amazon.com/images/M/MV5BNTY4MDAxNDE3M15BMl5BanBnXkFtZTYwNjU1MDY2._V1_SX300.jpg,32,5.5,4193,tt0319829,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/masked_and_anonymous/,2004-02-17,"$115,149",Sony Pictures Classics,http://www.maskedandanonymous-themovie.com/,True,NA,Rotten Tomatoes,25%
Alias Betty,2001,N/A,2002-09-13,103 min,"Comedy, Crime, Drama",Claude Miller,"Claude Miller, Ruth Rendell (novel)","Sandrine Kiberlain, Nicole Garcia, Mathilde Seigner, Luck Mervil","Grieving after the death of her young son Joseph, novelist Betty Fisher enters a dark depression. Hoping to bring her out of it, her mother Margot arranges to kidnap another child, Jose, to...",French,"France, Canada",4 wins & 3 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MjA5NDEzM15BMl5BanBnXkFtZTcwOTA4MDYyMQ@@._V1_SX300.jpg,73,6.9,1466,tt0269329,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/betty_fisher_and_other_stories/,2003-03-11,N/A,President Films,http://www.wellspring.com/aliasbetty,True,NA,Rotten Tomatoes,92%
Code 46,2003,R,2004-09-17,93 min,"Drama, Romance, Sci-Fi, Thriller",Michael Winterbottom,Frank Cottrell Boyce,"Tim Robbins, Togo Igawa, Nabil Elouahabi, Samantha Morton","A futuristic Brief Encounter (1945), this is a love story in which the romance is doomed by genetic incompatibility.",English,UK,4 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMTgwMzU4OTk0NF5BMl5BanBnXkFtZTYwMjg5MzI3._V1_SX300.jpg,57,6.2,19236,tt0345061,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/code_46/,2004-12-28,N/A,MGM,http://www.mgm.com/ua/code46/,True,NA,Rotten Tomatoes,50%
Outside Bet,2012,NOT RATED,2012-04-27,101 min,Comedy,Sacha Bennett,"Mark Baxter (original story), Sacha Bennett, Paolo Hewitt (story), Nigel Smith","Jenny Agutter, Bob Hoskins, Vincent Regan, Phil Davis",A group of friends buy a racehorse to safeguard them in the event that they lose their jobs amidst the turbulence in 1980s Britain.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMTgzOTUxMzY3MV5BMl5BanBnXkFtZTcwNDk2MDc2Nw@@._V1_SX300.jpg,N/A,4.8,260,tt1772422,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/outside_bet_2012/,2015-02-24,N/A,N/A,N/A,True,NA,Rotten Tomatoes,0%
Crash,2004,R,2005-05-06,112 min,"Crime, Drama, Thriller",Paul Haggis,"Paul Haggis (story), Paul Haggis (screenplay), Bobby Moresco (screenplay)","Karina Arroyave, Dato Bakhtadze, Sandra Bullock, Don Cheadle","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","English, Persian, Spanish, Mandarin, Korean","USA, Germany",Won 3 Oscars. Another 64 wins & 111 nominations.,https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_SX300.jpg,69,7.8,397353,tt0375679,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1144992-crash/,2005-09-06,"$55,382,847",Lions Gate Films,http://www.crashfilm.com/,True,NA,Rotten Tomatoes,74%
Albert Nobbs,2011,R,2012-02-22,113 min,"Drama, Romance",Rodrigo García,"Gabriella Prekop (screenplay), John Banville (screenplay), Glenn Close (screenplay), George Moore (novel), István Szabó (screen story)","Glenn Close, Antonia Campbell-Hughes, Mia Wasikowska, Pauline Collins","Albert Nobbs struggles to survive in late 19th-century Ireland, where women aren't encouraged to be independent. Posing as a man so she can work as a butler in Dublin's most elegant hotel, Albert meets a handsome painter and looks to escape the lie she has been living.",English,"UK, Ireland, France, USA",Nominated for 3 Oscars. Another 19 wins & 39 nominations.,https://m.media-amazon.com/images/M/MV5BMTM1MjU1NTYzMV5BMl5BanBnXkFtZTcwODk2NzAwNw@@._V1_SX300.jpg,57,6.7,21892,tt1602098,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/albert_nobbs/,2012-05-15,"$3,014,541",Roadside Attractions,http://albertnobbs-themovie.com/,True,NA,Rotten Tomatoes,56%
Black November,2012,TV-14,2015-01-09,95 min,"Action, Crime, Drama",Jeta Amata,Jeta Amata,"Ibrahim Aba-Gana, Razaaq Adoti, Akon, Fred Amata","Inspired by true events, an oil-rich Nigerian community wages war against an oil corporation to protect their land from being destroyed. Rebels kidnap an American oil executive and demand that his corporation end the destruction.",English,"Nigeria, USA",3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjAxNTY4OTA0M15BMl5BanBnXkFtZTgwMzUxNDM4MzE@._V1_SX300.jpg,31,5.5,463,tt2147225,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/black_november/,2015-03-02,N/A,Entertainment One Films,N/A,True,NA,Rotten Tomatoes,25%
Ta Ra Rum Pum,2007,N/A,2007-04-27,153 min,"Family, Romance, Sport",Siddharth Anand,"Habib Faisal (dialogue), Habib Faisal (screenplay and dialogue)","Saif Ali Khan, Rani Mukerji, Javed Jaffrey, Ali Haji",Ace car racer RV and his wife have the world at their feet. But he has an accident and his world is turned upside down. Can he reclaim his lost glory?,"Hindi, English","USA, India",N/A,https://m.media-amazon.com/images/M/MV5BNGQ2Y2ViMWEtZWJmMS00ZjUzLTg1YzUtYTYzZTU0ZGI3YzY5XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg,49,5.6,3529,tt0833553,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/ta_ra_rum_pum/,2007-06-26,"$768,801",Yash Raj Films,http://www.yashrajfilms.com/microsites/TRRP/microflash.html,True,NA,Rotten Tomatoes,57%
Persepolis,2007,PG-13,2008-02-22,96 min,"Animation, Biography, Drama, War","Vincent Paronnaud, Marjane Satrapi","Marjane Satrapi (comic), Vincent Paronnaud (scenario)","Chiara Mastroianni, Danielle Darrieux, Catherine Deneuve, Simon Abkarian",A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,"French, English, Persian, German","France, USA",Nominated for 1 Oscar. Another 28 wins & 54 nominations.,https://m.media-amazon.com/images/M/MV5BMGRkZThmYzEtYjQxZC00OWEzLThjYjAtYzFkMjY0NGZkZWI4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,90,8.1,80648,tt0808417,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/persepolis/,2008-06-24,"$4,400,000",Sony Pictures Classics,http://www.sonyclassics.com/persepolis/,True,NA,Rotten Tomatoes,96%
The Hole,2009,PG-13,2010-06-11,92 min,"Adventure, Fantasy, Thriller",Joe Dante,Mark L. Smith,"Chris Massoglia, Haley Bennett, Nathan Gamble, Teri Polo",A pair of brothers stumble upon a mysterious hole in their basement that leads to the darkest corridors of their fears and nightmares.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTQxMzA2NTE1M15BMl5BanBnXkFtZTcwNjc5OTUzOA@@._V1_SX300.jpg,57,5.7,21152,tt1085779,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/10011815-hole/,2012-10-02,"$1,603,580",Hole LLC.,http://theholein3d.com/,True,NA,Rotten Tomatoes,81%
The Wave,2008,NOT RATED,2011-05-27,107 min,"Drama, Thriller",Dennis Gansel,"Ron Jones (short story and original protocols), Johnny Dawkins (screenplay ""The Wave""), Ron Birnbach (screenplay ""The Wave""), Dennis Gansel, Peter Thorwarth","Jürgen Vogel, Frederick Lau, Max Riemelt, Jennifer Ulrich",A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,German,Germany,9 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BOWQ4YzBjODItM2I4MS00YThlLTlhZTQtOTZkNzhhNDc5YWM4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,7.6,93386,tt1063669,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_wave_2008/,NA,N/A,Constantin Film,http://www.ifcfilms.com/films/the-wave,True,NA,Rotten Tomatoes,67%
The Neon Demon,2016,R,2016-06-24,117 min,"Horror, Thriller",Nicolas Winding Refn,"Nicolas Winding Refn (story by), Nicolas Winding Refn (screenplay by), Mary Laws (screenplay by), Polly Stenham (screenplay by)","Elle Fanning, Karl Glusman, Jena Malone, Bella Heathcote","An aspiring model, Jesse, is new to Los Angeles. However, her beauty and youth, which generate intense fascination and jealousy within the fashion industry, may prove themselves sinister.",English,"Denmark, France, USA, UK",18 wins & 31 nominations.,https://m.media-amazon.com/images/M/MV5BNTAyOTkxNTQ3NV5BMl5BanBnXkFtZTgwMjQ1NzQxOTE@._V1_SX300.jpg,51,6.2,70246,tt1974419,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_neon_demon/,2016-09-27,N/A,Space Rocket Nation,http://theneondemon.com/,True,NA,Rotten Tomatoes,57%
Harry Brown,2009,R,2010-05-14,103 min,"Action, Crime, Drama, Thriller",Daniel Barber,Gary Young (screenplay),"Michael Caine, Emily Mortimer, Charlie Creed-Miles, David Bradley",An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,English,UK,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTM5NjE2NzI2Ml5BMl5BanBnXkFtZTcwNDY0ODUyMw@@._V1_SX300.jpg,55,7.2,80026,tt1289406,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/harry_brown/,2010-08-31,"$1,818,681",Samuel Goldwyn Films,http://www.harrybrown-movie.com/,True,NA,Rotten Tomatoes,63%
Spider-Man 3,2007,PG-13,2007-05-04,139 min,"Action, Adventure, Sci-Fi",Sam Raimi,"Sam Raimi (screenplay), Ivan Raimi (screenplay), Alvin Sargent (screenplay), Sam Raimi (screen story), Ivan Raimi (screen story), Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book)","Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church","A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.","English, French",USA,Nominated for 1 BAFTA Film Award. Another 3 wins & 32 nominations.,https://m.media-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,59,6.2,451286,tt0413300,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/spiderman_3/,2007-10-30,"$336,530,303",Sony Pictures,http://www.sonypictures.com/movies/spiderman3/site/,True,NA,Rotten Tomatoes,63%
The Omega Code,1999,PG-13,1999-08-27,100 min,"Action, Adventure, Fantasy, Sci-Fi, Thriller",Robert Marcarelli,"Stephan Blinn (screenplay), Hollis Barton (screenplay)","Casper Van Dien, Michael York, Catherine Oxenberg, Michael Ironside","Ancient codes hidden within the Torah reveal the secrets of global events, past (i.e., Hitler, the Kennedy assassination, the Gulf War), present, and future. One man (York) is after the ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjA1NjQ5NTI0M15BMl5BanBnXkFtZTcwMzMzNzUxMQ@@._V1_SX300.jpg,14,3.5,4856,tt0203408,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/omega_code/,2001-09-04,N/A,Providence Entertainment,http://www.theomegacode.com,True,NA,Rotten Tomatoes,8%
Juno,2007,PG-13,2007-12-25,96 min,"Comedy, Drama",Jason Reitman,Diablo Cody,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman","Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",English,USA,Won 1 Oscar. Another 89 wins & 95 nominations.,https://m.media-amazon.com/images/M/MV5BMTIwMDgwODc5Nl5BMl5BanBnXkFtZTYwMjQzMDM4._V1_SX300.jpg,81,7.5,460230,tt0467406,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/juno/,2008-04-15,"$143,380,890",Fox Searchlight,http://www.foxsearchlight.com/juno/,True,NA,Rotten Tomatoes,94%
Pound of Flesh,2015,R,2015-06-05,104 min,"Action, Thriller",Ernie Barbarash,Joshua Todd James,"Jean-Claude Van Damme, John Ralston, Aki Aleong, Charlotte Peters",A man's heroic attempt to help a woman in distress ends up with him waking up the next day without a kidney and plotting his revenge.,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMjI2ODMzNjM2OF5BMl5BanBnXkFtZTgwODM0MjEyNTE@._V1_SX300.jpg,41,5.1,5387,tt3488328,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/771218645/,2015-06-23,N/A,eOne Entertainment,N/A,True,NA,Rotten Tomatoes,17%
Diamonds Are Forever,1971,GP,1971-12-17,120 min,"Action, Adventure, Thriller",Guy Hamilton,"Richard Maibaum (screenplay), Tom Mankiewicz (screenplay)","Sean Connery, Jill St. John, Charles Gray, Lana Wood","A diamond smuggling investigation leads James Bond to Las Vegas, where he uncovers an evil plot involving a rich business tycoon.","English, German","UK, USA",Nominated for 1 Oscar. Another 2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTM0MDI2MzYzOF5BMl5BanBnXkFtZTcwNDY4NTMzNA@@._V1_SX300.jpg,59,6.7,84753,tt0066995,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/diamonds_are_forever/,2000-10-17,N/A,Twentieth Century Fox Home Entertainment,N/A,True,NA,Rotten Tomatoes,64%
The Godfather,1972,R,1972-03-24,175 min,"Crime, Drama",Francis Ford Coppola,"Mario Puzo (screenplay by), Francis Ford Coppola (screenplay by), Mario Puzo (based on the novel by)","Marlon Brando, Al Pacino, James Caan, Richard S. Castellano",The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,"English, Italian, Latin",USA,Won 3 Oscars. Another 24 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,100,9.2,1408749,tt0068646,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/godfather/,2001-10-09,N/A,Paramount Pictures,http://www.thegodfather.com,True,NA,Rotten Tomatoes,98%
Flashdance,1983,R,1983-04-15,95 min,"Drama, Music, Romance",Adrian Lyne,"Thomas Hedley Jr. (screenplay), Joe Eszterhas (screenplay), Thomas Hedley Jr. (story)","Jennifer Beals, Michael Nouri, Lilia Skala, Sunny Johnson",A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.,English,USA,Won 1 Oscar. Another 10 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMjA5NjE2OTUxOF5BMl5BanBnXkFtZTgwNDE1NDIxMDE@._V1_SX300.jpg,39,6.2,41941,tt0085549,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/flashdance/,2002-10-08,N/A,Paramount Home Video,N/A,True,NA,Rotten Tomatoes,35%
500 Days of Summer,2009,PG-13,2009-08-07,95 min,"Comedy, Drama, Romance",Marc Webb,"Scott Neustadter, Michael H. Weber","Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloë Grace Moretz","An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.","English, French, Swedish",USA,Nominated for 2 Golden Globes. Another 17 wins & 54 nominations.,https://m.media-amazon.com/images/M/MV5BMTk5MjM4OTU1OV5BMl5BanBnXkFtZTcwODkzNDIzMw@@._V1_SX300.jpg,76,7.7,434428,tt1022603,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/500_days_of_summer/,2009-12-22,"$32,118,648",Fox Searchlight Pictures,http://www.foxsearchlight.com/500daysofsummer/,True,NA,Rotten Tomatoes,85%
The Piano,1993,R,1994-02-11,121 min,"Drama, Music, Romance",Jane Campion,Jane Campion,"Holly Hunter, Harvey Keitel, Sam Neill, Anna Paquin","A mute woman is sent to 1850s New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation.","English, British Sign Language, Maori","New Zealand, Australia, France",Won 3 Oscars. Another 60 wins & 56 nominations.,https://m.media-amazon.com/images/M/MV5BMWVkNzg3NDktOTFmMi00YjU2LTk0MzMtYTVjZjRiYTliZDkzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,89,7.6,72152,tt0107822,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/piano/,1998-01-13,N/A,Miramax Films,N/A,True,NA,Rotten Tomatoes,92%
Magic Mike,2012,R,2012-06-29,110 min,"Comedy, Drama",Steven Soderbergh,Reid Carolin,"Matthew McConaughey, Channing Tatum, Olivia Munn, Alex Pettyfer","A male stripper teaches a younger performer how to party, pick up women, and make easy money.",English,USA,9 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMTQzMDMzOTA5M15BMl5BanBnXkFtZTcwMjc4MTg4Nw@@._V1_SX300.jpg,72,6.1,122207,tt1915581,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/magic_mike/,2012-10-23,"$113,709,992",Warner Bros. Pictures,http://magicmikemovie.warnerbros.com/,True,NA,Rotten Tomatoes,80%
Darkness Falls,2003,PG-13,2003-01-24,86 min,"Fantasy, Horror, Mystery, Thriller",Jonathan Liebesman,"Joe Harris (story), John Fasano (screenplay), James Vanderbilt (screenplay), Joe Harris (screenplay)","Chaney Kley, Emma Caulfield Ford, Lee Cormie, Grant Piro","A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before.",English,"USA, Australia",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYjcwOGM4ZDUtOGFiZS00YTAxLWExMTQtMWQ1NGU2NTZjYjg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,23,5,28480,tt0282209,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/darkness_falls/,2003-04-29,"$32,032,215",Sony Pictures Releasing,http://www.sonypictures.com/movies/darknessfalls/,True,NA,Rotten Tomatoes,9%
Live and Let Die,1973,PG,1973-06-27,121 min,"Action, Adventure, Thriller",Guy Hamilton,Tom Mankiewicz (screenplay),"Roger Moore, Yaphet Kotto, Jane Seymour, Clifton James",007 is sent to stop a diabolically brilliant heroin magnate armed with a complex organization and a reliable psychic tarot card reader.,"English, Hungarian",UK,Nominated for 1 Oscar. Another 3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMzY0M2MzODYtZDU5Yy00YTg2LWJmMGQtNmY1OWZiYjlmNzY0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,55,6.8,86299,tt0070328,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/live_and_let_die/,1999-10-19,N/A,MGM Home Entertainment,N/A,True,NA,Rotten Tomatoes,67%
My Dog Skip,2000,PG,2000-03-03,95 min,"Comedy, Drama, Family",Jay Russell,"Willie Morris (book), Gail Gilchriest (screenplay)","Luke Wilson, Frankie Muniz, Kevin Bacon, Diane Lane","A shy boy grows up in 1940s Mississippi with the help of his beloved dog, Skip.","English, German",USA,7 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTc1NDgxMjg5MV5BMl5BanBnXkFtZTYwNTUxODc5._V1_SX300.jpg,61,7,17916,tt0156812,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/my_dog_skip/,2000-07-11,N/A,Warner Bros. Pictures,http://www.mydogskip.com,True,NA,Rotten Tomatoes,73%
"Definitely, Maybe",2008,PG-13,2008-02-14,112 min,"Comedy, Drama, Romance",Adam Brooks,Adam Brooks,"Ryan Reynolds, An Nguyen, Matthew Mason, Rick Derby",A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.,English,"UK, France, Germany, USA",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTc1Mzc1ODMxMF5BMl5BanBnXkFtZTcwNDY1MzU1MQ@@._V1_SX300.jpg,59,7.2,143987,tt0832266,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1174278-definitely_maybe/,2008-06-24,"$32,000,000",Universal Pictures,http://www.definitelymaybemovie.com,True,NA,Rotten Tomatoes,71%
Jumping the Broom,2011,PG-13,2011-05-06,112 min,"Comedy, Drama",Salim Akil,"Elizabeth Hunter (screenplay), Arlene Gibbs (screenplay), Elizabeth Hunter (story)","Angela Bassett, Paula Patton, Laz Alonso, Loretta Devine",Two very different families converge on Martha's Vineyard one weekend for a wedding.,English,USA,3 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMTg4NjA3OTQ0OF5BMl5BanBnXkFtZTcwOTQ1NjA2NA@@._V1_SX300.jpg,56,5.7,8880,tt1640484,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/jumping_the_broom/,2011-08-09,"$37,295,394",Sony Pictures,http://jumpingthebroom-movie.com/,True,NA,Rotten Tomatoes,57%
The Great Gatsby,2013,PG-13,2013-05-10,143 min,"Drama, Romance",Baz Luhrmann,"Baz Luhrmann (screenplay), Craig Pearce (screenplay), F. Scott Fitzgerald (based on the novel by)","Lisa Adam, Frank Aldridge, Amitabh Bachchan, Steve Bisley","A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.",English,"Australia, USA",Won 2 Oscars. Another 47 wins & 83 nominations.,https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg,55,7.3,425417,tt1343092,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_great_gatsby_2013/,2013-08-27,"$144,812,796",Warner Bros. Pictures,http://thegreatgatsby.warnerbros.com/,True,NA,Rotten Tomatoes,49%
"Good Night, and Good Luck.",2005,PG,2005-11-04,93 min,"Biography, Drama, History",George Clooney,"George Clooney, Grant Heslov","Jeff Daniels, David Strathairn, Alex Borstein, Rose Abdoo",Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.,English,"USA, France, UK, Japan",Nominated for 6 Oscars. Another 38 wins & 121 nominations.,https://m.media-amazon.com/images/M/MV5BMTY0NzQ2NDg2Ml5BMl5BanBnXkFtZTYwMzcwOTY2._V1_SX300.jpg,80,7.5,89225,tt0433383,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1152019-good_night_and_good_luck/,2006-03-14,"$31,500,000",Warner Independent Pictures,http://wippub.warnerbros.com/movie/goodnight/goodnight.html,True,NA,Rotten Tomatoes,93%
Capote,2005,R,2006-02-03,114 min,"Biography, Crime, Drama, History",Bennett Miller,"Dan Futterman (screenplay), Gerald Clarke (book)","Allie Mickelson, Kelci Stephenson, Philip Seymour Hoffman, Craig Archibald","In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",English,"USA, Canada",Won 1 Oscar. Another 58 wins & 86 nominations.,https://m.media-amazon.com/images/M/MV5BMTczMzU0MjM1MV5BMl5BanBnXkFtZTcwMjczNzgyNA@@._V1_SX300.jpg,88,7.4,115541,tt0379725,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1151898-capote/,2006-03-14,"$28,337,516",Sony Pictures Classics,http://www.sonyclassics.com/capote/,True,NA,Rotten Tomatoes,90%
Desperado,1995,R,1995-08-25,104 min,"Action, Thriller",Robert Rodriguez,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin",A gunslinger is embroiled in a war with a local drug runner.,"English, Spanish",USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYjA0NDMyYTgtMDgxOC00NGE0LWJkOTQtNDRjMjEzZmU0ZTQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,55,7.2,157350,tt0112851,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/desperado/,1997-06-25,N/A,Sony Pictures Home Entertainment,N/A,True,NA,Rotten Tomatoes,61%
The Claim,2000,R,2001-02-02,120 min,"Drama, Romance, Western",Michael Winterbottom,"Thomas Hardy (novel), Frank Cottrell Boyce (screenplay)","Peter Mullan, Milla Jovovich, Wes Bentley, Nastassja Kinski","A prospector who sold his wife and infant daughter in exchange for a mining claim, tries desperately to win them back as he helps to build the Pacific Railroad with a group of pioneer friends.",English,"UK, France, Canada",1 win & 10 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYmVjMzVhNWQtZDkyYS00N2YzLTk3M2QtMTY2ZDgxZDRjOTAxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,62,6.5,5470,tt0218378,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/claim/,2001-12-26,N/A,MGM Distribution Co,http://www.theclaimmovie.com,True,NA,Rotten Tomatoes,62%
