Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response,totalSeasons,ratingSite,tomatoMeter
Snow Angels,2007,R,2008-09-11,107 min,"Drama, Romance",David Gordon Green,"David Gordon Green (screenplay), Stewart O'Nan (novel)","Kate Beckinsale, Sam Rockwell, Michael Angarano, Jeannetta Arnette","A drama that interweaves the life of a teenager, with his old baby sitter, her estranged husband, and their daughter.",English,USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2MDMwNjgzNF5BMl5BanBnXkFtZTcwNzE1OTc1MQ@@._V1_SX300.jpg,67,6.9,11775,tt0453548,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/snow_angels/,2008-09-16,"$255,147",Warner Independent,http://wip.warnerbros.com/snowangels,True,NA,Rotten Tomatoes,68%
Session 9,2001,R,2001-09-14,97 min,"Horror, Mystery",Brad Anderson,"Brad Anderson, Stephen Gevedon","David Caruso, Stephen Gevedon, Paul Guilfoyle, Josh Lucas",Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,English,USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMWYyYzc4MTItOTdkOS00ZTIwLWE2N2MtZjA4N2YxMTI2NjViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,58,6.5,49281,tt0261983,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/session_9/,2002-02-26,N/A,USA Films,http://www.sessionnine.com,True,NA,Rotten Tomatoes,63%
I Want Someone to Eat Cheese With,2006,R,2006-04-28,80 min,"Comedy, Romance",Jeff Garlin,Jeff Garlin,"Jeff Garlin, Dan Castellaneta, Mina Kolb, Paul Mazursky","About a man who has trouble with his job, trouble with women, and uses food to deal with it all.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTY5MTM3Mzk0NF5BMl5BanBnXkFtZTcwMjIyNTI1MQ@@._V1_SX300.jpg,60,6.2,3084,tt0391229,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/i_want_someone_to_eat_cheese_with/,2008-04-15,N/A,IFC First Take,N/A,True,NA,Rotten Tomatoes,73%
Mooz-Lum,2010,PG-13,2011-09-22,99 min,"Drama, Family",Qasim Basir,Qasim Basir,"Evan Ross, Nia Long, Roger Guenveur Smith, Danny Glover","Amid a strict Muslim rearing and a social life he's never had, Tariq enters college confused. New peers, family and mentors help him find his place, but the 9-11 attacks force him to face his past and make the biggest decisions of his life.",English,USA,7 nominations.,https://m.media-amazon.com/images/M/MV5BMmVhYzRmMjAtNzNmZC00YWE1LWE5NGItZWI5YmMwY2JlYzg2XkEyXkFqcGdeQXVyMTYzOTk0NDM@._V1_SX300.jpg,48,6.7,963,tt1450328,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/mooz_lum_2010/,2011-06-14,N/A,Independent Pictures,http://v2dstudio.com/Moozlum/index.html,True,NA,Rotten Tomatoes,78%
Hatchet,2006,R,2010-04-02,85 min,"Comedy, Horror",Adam Green,Adam Green,"Joel David Moore, Amara Zaragoza, Deon Richmond, Kane Hodder","When a group of tourists in a New Orleans haunted swamp tour, find themselves stranded in the wilderness, their evening of fun and spooks turns into a horrific nightmare.",English,USA,6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTU1MTY2MzUxM15BMl5BanBnXkFtZTcwMjM4NjE1MQ@@._V1_SX300.jpg,57,5.7,26342,tt0422401,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/hatchet/,2007-12-18,N/A,Anchor Bay Entertainment,http://www.hatchetmovie.com/,True,NA,Rotten Tomatoes,51%
Modern Times,1936,G,1936-02-25,87 min,"Comedy, Drama, Family, Romance",Charles Chaplin,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,English,USA,4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,96,8.5,184059,tt0027977,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/modern_times/,2010-08-23,N/A,United Artists,http://www.kino.com/moderntimes,True,NA,Rotten Tomatoes,100%
Stolen Summer,2002,PG,2003-07-25,91 min,Drama,Pete Jones,Pete Jones,"Aidan Quinn, Bonnie Hunt, Kevin Pollak, Eddie Kaye Thomas","A Catholic boy tries to convert a terminally ill Jewish boy, so he will be able to go to Heaven.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjAyMDIyMjg2Nl5BMl5BanBnXkFtZTcwNzE1MzMyMQ@@._V1_SX300.jpg,36,6.5,2560,tt0286162,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/stolen_summer/,2002-09-24,"$119,841",Miramax Films,http://projectgreenlight.liveplanet.com,True,NA,Rotten Tomatoes,36%
My Name Is Bruce,2007,R,2007-04-13,84 min,"Comedy, Fantasy, Horror",Bruce Campbell,Mark Verheiden,"Bruce Campbell, Grace Thorsen, Taylor Sharpe, Ted Raimi","Mistaken for his character Ash from the 'Evil Dead' trilogy, Bruce Campbell is forced to fight a real monster in a small Oregon town.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQxMDg2Nzk2Nl5BMl5BanBnXkFtZTcwNDg4NjI5MQ@@._V1_SX300.jpg,36,6.3,22741,tt0489235,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1196557-my_name_is_bruce/,2009-02-10,"$200,000",Image Entertainment,http://www.bruce-campbell.com,True,NA,Rotten Tomatoes,38%
The Salon,2005,PG-13,2005-01-01,90 min,"Comedy, Drama",Mark Brown,"Mark Brown, Shelley Garrett (play)","Vivica A. Fox, Darrin Dewitt Henson, Kym Whitley, Monica Calhoun",A beauty-shop owner finds romance as she struggles to save her business.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjExOTg2NTI5MF5BMl5BanBnXkFtZTcwMjIwNDc0MQ@@._V1_SX300.jpg,26,4.3,468,tt0436742,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/10008290-salon/,2007-08-07,"$92,362",Codeblack Entertainment,http://salonthefilm.com,True,NA,Rotten Tomatoes,12%
Road Hard,2015,Not Rated,2015-03-06,98 min,Comedy,"Adam Carolla, Kevin Hench","Adam Carolla, Kevin Hench","Larry Clarke, Jonathan Klein, Adam Carolla, Jim O'Heir","Following an expensive divorce and the cancellation of his TV show, a stand-up comic is forced to go back on the road to provide for his daughter.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjI5MjA3MzIxMV5BMl5BanBnXkFtZTgwMDA5NjY2NDE@._V1_SX300.jpg,50,6.1,1649,tt3110770,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/road_hard/,2015-10-06,N/A,FilmBuff,http://www.roadhardmovie.com/,True,NA,Rotten Tomatoes,50%
Forty Shades of Blue,2005,R,2005-12-07,108 min,"Drama, Music, Romance",Ira Sachs,"Michael Rohatyn, Ira Sachs","Dina Korzun, Rip Torn, Darren E. Burrows, Andrew Lawrence Henderson",A Russian woman living in Memphis with a much older rock-'n'-roll legend experiences a personal awakening when her husband's estranged son comes to visit.,English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTkzNTcyOTU0NF5BMl5BanBnXkFtZTcwNjQyNjUzMQ@@._V1_SX300.jpg,74,6.2,1334,tt0395543,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/forty_shades_of_blue/,2006-05-16,N/A,First Look Media,http://www.fortyshadesmovie.com/,True,NA,Rotten Tomatoes,59%
Amigo,2010,R,2011-07-06,124 min,"Drama, War",John Sayles,John Sayles,"Arthur Acuña, Irma Adlawan, John Arcilla, Merlin Bonning",A fictional account of events during the Philippine-American War.,"English, Filipino",USA,1 win & 9 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTM3NjY3NTA2N15BMl5BanBnXkFtZTcwMzEzNDE5NQ@@._V1_SX300.jpg,63,5.8,496,tt1562847,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/amigo_2010/,NA,"$183,490",Variance Films,http://www.amigomovie.com,True,NA,Rotten Tomatoes,60%
Pontypool,2008,NOT RATED,2009-09-18,93 min,"Fantasy, Horror, Thriller",Bruce McDonald,"Tony Burgess, Tony Burgess (novel)","Stephen McHattie, Lisa Houle, Georgina Reilly, Hrant Alianak",A radio host interprets the possible outbreak of a deadly virus which infects the small Ontario town he is stationed in.,"English, French, Armenian",Canada,1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNWZkMmNmNGItM2MwNC00YTY2LTk0ZDYtMGM0YjM5Nzk0MjVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,54,6.6,26191,tt1226681,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/pontypool/,2008-07-21,N/A,IFC Entertainment,http://www.pontypoolmovie.com/,True,NA,Rotten Tomatoes,84%
Trucker,2008,R,2008-04-24,90 min,Drama,James Mottern,James Mottern,"Michelle Monaghan, Nathan Fillion, Benjamin Bratt, Joey Lauren Adams","A trucker, leading a life free of depth and on the way to nowhere, is forced to make a decision about her aggressive loner 11-year-old son whom she openly deserted ten years previously.",English,USA,5 wins & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwNDEwOTIyMF5BMl5BanBnXkFtZTcwMzI2ODc1Mg@@._V1_SX300.jpg,61,6.7,2908,tt1087527,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/trucker/,2010-01-05,N/A,Monterey Media Inc.,http://www.montereymedia.com/theatrical/films/trucker.html,True,NA,Rotten Tomatoes,59%
The Lords of Salem,2012,R,2013-04-18,101 min,"Horror, Thriller",Rob Zombie,Rob Zombie,"Sheri Moon Zombie, Bruce Davison, Jeff Daniel Phillips, Judy Geeson","Heidi, a radio DJ, is sent a box containing a record - a ""gift from the Lords"". The sounds within the grooves trigger flashbacks of her town's violent past. Is Heidi going mad, or are the Lords back to take revenge on Salem, Massachusetts?",English,"USA, UK, Canada",1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjA2NTc5Njc4MV5BMl5BanBnXkFtZTcwNTYzMTcwOQ@@._V1_SX300.jpg,57,5.1,24683,tt1731697,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_lords_of_salem/,2013-09-03,"$1,000,000",Anchor Bay Films,http://www.lordsofsalem.com/,True,NA,Rotten Tomatoes,45%
Housebound,2014,Not Rated,2014-09-04,107 min,"Comedy, Horror, Mystery",Gerard Johnstone,Gerard Johnstone,"Morgana O'Reilly, Rima Te Wiata, Glen-Paul Waru, Ross Harper","A young woman is forced to return to her childhood home after being placed under house arrest, where she suspects that something evil may be lurking.",English,New Zealand,5 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BMTUxNTA5NTAzM15BMl5BanBnXkFtZTgwODE2NDkyMjE@._V1_SX300.jpg,76,6.8,29457,tt3504048,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/housebound/,2014-11-18,N/A,Xlrator Media,http://houseboundthemovie.com/,True,NA,Rotten Tomatoes,97%
Wal-Mart: The High Cost of Low Price,2005,NOT RATED,2005-11-04,98 min,Documentary,Robert Greenwald,N/A,"Lee Scott, Don Hunter, Jon Hunter, Jeremy Hunter",A look at the impact of the retail giant on local communities.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDQxZGYzNDctNWQyMS00ZDAxLTg0M2ItNjQyODcwMjZhYzdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,71,6.8,4299,tt0473107,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/wal_mart_the_high_cost_of_low_price/,2005-11-15,N/A,Brave New Films,http://www.walmartmovie.com/,True,NA,Rotten Tomatoes,93%
Fetching Cody,2005,N/A,2006-02-24,86 min,"Drama, Fantasy, Romance, Sci-Fi",David Ray,"David Ray (story), Carolyn Allain (story), David Ray, Sara Snow (story editor), Eden Buday (story editor)","Jay Baruchel, Sarah Lind, Jim Byrnes, Lucas Blaney","Art, a drug-addicted dealer and hustler, arrives at his girlfriend Cody's apartment to find that she has overdosed on heroin. He tries to fix things by traveling back in time in an attempt to prevent her death.",English,Canada,2 wins.,https://m.media-amazon.com/images/M/MV5BMjE2MzU3NTU1NF5BMl5BanBnXkFtZTcwOTgwMDUzMQ@@._V1_SX300.jpg,N/A,6.8,1315,tt0475271,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1203528-fetching_cody/,2009-01-27,N/A,Vanguard,http://www.cheapanddirty.ca/index_cody.php,True,NA,Rotten Tomatoes,0%
Closer to the Moon,2014,NOT RATED,2015-04-17,112 min,"Comedy, Drama",Nae Caranfil,Nae Caranfil,"Vera Farmiga, Mark Strong, Harry Lloyd, Anton Lesser",A Romanian police officer teams up with a small crew of old friends from the World War II Jewish Resistance to pull off a heist by convincing everyone at the scene of the crime that they are only filming a movie.,English,"Romania, USA, Italy, Poland, France",9 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTU3NjAzOTAxOF5BMl5BanBnXkFtZTgwNjE5MTUxNTE@._V1_SX300.jpg,47,7,3511,tt2017486,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/closer_to_the_moon_2013/,2015-09-14,N/A,IFC Films,http://www.ifcfilms.com,True,NA,Rotten Tomatoes,46%
Growing Up Smith,2015,PG-13,2017-02-03,102 min,"Comedy, Drama, Family",Frank Lotito,"Anjul Nigam, Paul Quinn, Gregory Scott Houghton, Anjul Nigam (screenplay)","Jason Lee, Anjul Nigam, Brighton Sharbino, Hilarie Burton","In 1979, an Indian family moves to America with hopes of living the American Dream. While their 10-year-old boy Smith falls head-over-heels for the girl next door, his desire to become a ""good old boy"" propels him further away from his family's ideals than ever before.",English,USA,5 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BOWI0MmZmN2MtMzczMy00Y2NlLWE2MzgtMWM0YTlmY2Y5MTczXkEyXkFqcGdeQXVyMDExMDMxOA@@._V1_SX300.jpg,N/A,6.8,821,tt1105355,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/good_ol_boy/,2017-06-13,"$14,867",Good Deed Entertainment,http://www.growingupsmithmovie.com,True,NA,Rotten Tomatoes,73%
Jack Reacher,2012,PG-13,2012-12-21,130 min,"Action, Crime, Thriller",Christopher McQuarrie,"Lee Child (based on the book ""One Shot"" by), Christopher McQuarrie (written for the screen by)","Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,English,USA,1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTM1NjUxMDI3OV5BMl5BanBnXkFtZTcwNjg1ODM3OA@@._V1_SX300.jpg,50,7,280625,tt0790724,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/jack_reacher/,2013-05-07,"$80,033,643",Paramount Pictures,http://www.jackreachermovie.com/,True,NA,Rotten Tomatoes,63%
The Holy Girl,2004,R,2004-05-06,106 min,Drama,Lucrecia Martel,"Juan Pablo Domenech (contributing writer), Lucrecia Martel","Mercedes Morán, Carlos Belloso, Alejandro Urdapilleta, María Alche",16-year-old Amalia looks to save the soul a middle-aged doctor.,Spanish,"Argentina, Italy, Netherlands, Spain",4 wins & 8 nominations.,https://ia.media-imdb.com/images/M/MV5BOGU4MzYyYjYtMDViYi00NGMxLThhOGItZDJkNDNmMzdkY2E5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,75,6.7,3025,tt0300270,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_holy_girl/,2005-09-06,"$234,013",Fine Line Features,http://www.laninasanta.com/,True,NA,Rotten Tomatoes,77%
Shalako,1968,M/PG,1968-12-13,113 min,Western,Edward Dmytryk,"Louis L'Amour (novel), James Griffith (screenplay), Hal Hopper (screenplay), Scot Finch (screenplay), Clarke Reynolds (screen story)","Sean Connery, Brigitte Bardot, Stephen Boyd, Jack Hawkins","In 1880 New Mexico, a group of European hunters runs afoul of the Apache but is aided by an ex-cavalryman turned guide.","English, Spanish, German","UK, West Germany, USA",N/A,https://m.media-amazon.com/images/M/MV5BZTI1ZmMwNGYtYzEwZi00NTQ3LWE1NTItNDdhNDA5Njg3MDM2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,N/A,5.5,2394,tt0063592,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/shalako/,2001-03-13,N/A,Cinerama Releasing Corporation,N/A,True,NA,Rotten Tomatoes,40%
Incident at Loch Ness,2004,PG-13,2004-09-17,94 min,"Adventure, Comedy, Horror",Zak Penn,Zak Penn,"Werner Herzog, Kitana Baker, Gabriel Beristain, Russell Williams II",A documentary exploring the myth of the Loch Ness monster.,English,UK,1 win.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2OTUwMTYzN15BMl5BanBnXkFtZTcwNzA4MDcyMQ@@._V1_SX300.jpg,62,6.6,3453,tt0374639,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/incident_at_loch_ness/,2005-03-01,N/A,Eden Rock Media,http://www.incidentatlochness.com/,True,NA,Rotten Tomatoes,62%
The Dog Lover,2016,PG,2016-07-08,101 min,Drama,Alex Ranarivelo,N/A,"James Remar, Lea Thompson, Jayson Blair, Allison Paige","Sara Gold is a rising star at the United Animal Protection Agency (UAPA), a major animal rights organization that conducts animal rescues and lobbies for better animal welfare laws. ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjQxNmEwYTgtMjcxZi00YzMzLThhOTgtYzYyMjJiNTRkZmExXkEyXkFqcGdeQXVyMTIxMzA5MDI@._V1_SX300.jpg,35,5.6,594,tt4063178,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_dog_lover/,2016-07-05,N/A,ESX Productions,http://www.thedoglovermovie.com/,True,NA,Rotten Tomatoes,22%
Girl House,2014,NOT RATED,2015-02-14,99 min,"Horror, Thriller","Jon Knautz, Trevor Matthews",Nick Gordon,"Ali Cobrin, Adam DiMarco, Slaine, Alyson Bath","A young college student desperate for tuition money moves into a house that streams content to an X-rated website. After a deranged fan determines the house's location, she finds herself in...",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMTcyNzYyMTUwNF5BMl5BanBnXkFtZTgwMzIwMTIzNDE@._V1_SX300.jpg,N/A,5.5,6925,tt2577172,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/girl_house/,NA,N/A,Entertainment One Films,http://www.brookstreetpictures.com/features-1/girl-house/,True,NA,Rotten Tomatoes,70%
The Blue Room,2014,R,2014-05-17,76 min,"Crime, Romance, Thriller",Mathieu Amalric,"Stéphanie Cléau (screenplay), Mathieu Amalric (screenplay), Georges Simenon (novel)","Mathieu Amalric, Léa Drucker, Stéphanie Cléau, Laurent Poitrenaux","A man and a woman, secretly in love, alone in a room. They desire each other, want each other, and even bite each other. In the afterglow, they share a few sweet nothings. At least the man ...",French,France,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTU1NjEwOTAxMV5BMl5BanBnXkFtZTgwMjMxNzk3MTE@._V1_SX300.jpg,73,6.3,2790,tt3230082,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/la_chambre_bleue/,2015-05-18,N/A,IFC Films,http://www.ifcfilms.com/films/blue-room,True,NA,Rotten Tomatoes,89%
Batman: The Movie,1966,PG,1966-07-30,105 min,"Adventure, Comedy, Crime, Family",Leslie H. Martinson,"Lorenzo Semple Jr., Bob Kane (based upon the characters created by)","Adam West, Burt Ward, Lee Meriwether, Cesar Romero",The Dynamic Duo faces four supervillains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMmM1OGIzM2UtNThhZS00ZGNlLWI4NzEtZjlhOTNhNmYxZGQ0XkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_SX300.jpg,71,6.5,27229,tt0060153,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/batman_the_movie/,2002-04-23,N/A,20th Century Fox,N/A,True,NA,Rotten Tomatoes,77%
"Lock, Stock and Two Smoking Barrels",1998,R,1998-08-28,107 min,"Comedy, Crime",Guy Ritchie,Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham","A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",English,UK,Nominated for 1 BAFTA Film Award. Another 13 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,66,8.2,485324,tt0120735,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/lock_stock_and_two_smoking_barrels/,1999-08-31,N/A,Gramercy Pictures,N/A,True,NA,Rotten Tomatoes,77%
The Ballad of Gregorio Cortez,1982,PG,1983-08-19,106 min,Western,Robert M. Young,"Américo Paredes (book), Victor Villaseñor, Robert M. Young","Edward James Olmos, James Gammon, Tom Bower, Bruce McGill","After he is accused of murdering a lawman in 1901 Texas, a Mexican-American farmer flees and manages to elude a large posse for two weeks before he is finally captured.","English, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BZDlhNTNjNWYtODA3NC00MDU1LWFhMTYtZGU0NTJmM2I4ODYyXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg,N/A,7,185,tt3551840,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_ballad_of_gregorio_cortez/,NA,N/A,Embassy,N/A,True,NA,Rotten Tomatoes,100%
The Celebration,1998,R,1998-06-19,105 min,Drama,Thomas Vinterberg,"Thomas Vinterberg (screenplay), Mogens Rukov (screenplay), Thomas Vinterberg (idea)","Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen, Paprika Steen","At Helge's 60th birthday party, some unpleasant family truths are revealed.","Danish, German, English","Denmark, Sweden",Nominated for 1 Golden Globe. Another 28 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BOWEzZDc5MWEtMDY4MC00YjlmLTlmYjctNzRjNWU5MzNkNWVmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,82,8.1,71966,tt0154420,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1094723-celebration/,2005-04-12,N/A,October Films,N/A,True,NA,Rotten Tomatoes,92%
Trees Lounge,1996,R,1996-10-11,95 min,"Comedy, Drama",Steve Buscemi,Steve Buscemi,"Carol Kane, Mark Boone Junior, Steve Buscemi, Bronson Dudley","Tommy is an unemployed mechanic who spends most of his time in a bar (Trees Lounge) in a small blue collar town. He seems to always be thinking, ""If only X then I could stop drinking"".",English,USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BYmM2OTQwOTktYTQyYi00NTY1LWJmOGUtZWE0N2QwZWQ3YWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,76,7.2,12547,tt0117958,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/trees_lounge/,1999-02-09,N/A,Live Home Video,N/A,True,NA,Rotten Tomatoes,81%
Journey from the Fall,2006,R,2006-04-21,135 min,Drama,Ham Tran,"Ham Tran (story), Lam Nguyen (story), Ham Tran","Kieu Chinh, Long Nguyen, Diem Lien, Jayvee Mai The Hiep","Thirteen years after the end of the Vietnam War, a family who was tragically affected by the war are forced to emigrate to America.","Vietnamese, English",USA,7 wins.,https://m.media-amazon.com/images/M/MV5BMTY5MTA5NTQyM15BMl5BanBnXkFtZTcwNDY0NDgyMQ@@._V1_SX300.jpg,70,7.4,807,tt0433398,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/journey_from_the_fall/,2007-10-30,"$498,000",Imaginasian Pictures,http://www.journeyfromthefall.com/,True,NA,Rotten Tomatoes,91%
The Basket,1999,PG,2000-05-05,105 min,Drama,Rich Cowan,"Don Caron (screenplay), Rich Cowan (screenplay), Frank Swoboda (screenplay), Tessa Swoboda (screenplay)","Peter Coyote, Karen Allen, Robert Burke, Amber Willenborg",A picturesque Pacific Northwest community raising its wheat and children in the midst of a nation reeling from World War I sets the stage for The Basket. In a time of pain and prejudice ...,"English, German",USA,5 wins.,https://m.media-amazon.com/images/M/MV5BMjA3OTE4MzY2Ml5BMl5BanBnXkFtZTcwMDUwNTEyMQ@@._V1_SX300.jpg,53,6.5,468,tt0190255,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/basket/,2001-12-11,N/A,MGM Home Entertainment,N/A,True,NA,Rotten Tomatoes,44%
Eddie: The Sleepwalking Cannibal,2012,Not Rated,2013-04-05,90 min,"Comedy, Horror",Boris Rodriguez,"Boris Rodriguez (screenplay), Jonathan Rannells (story), Alex Epstein (story editor)","Thure Lindhardt, Georgina Reilly, Dylan Smith, Alain Goulem","A painter struggling for inspiration finds an unexpected muse after he accepts a teaching position in a small town and becomes the caregiver to Eddie, a seemingly docile art student with a rare sleepwalking condition.",English,"Canada, Denmark",2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTcwMDA3NTUxM15BMl5BanBnXkFtZTcwNTQ0MDMzOQ@@._V1_SX300.jpg,57,5.7,1349,tt1480658,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/eddie_the_sleepwalking_cannibal/,2013-08-06,"$1,521",Doppelgänger Releasing,http://www.facebook.com/Eddiemovie,True,NA,Rotten Tomatoes,59%
