Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response,totalSeasons,ratingSite,tomatoMeter
Hot Tub Time Machine,2010,R,2010-03-26,101 min,"Comedy, Sci-Fi",Steve Pink,"Josh Heald (screenplay), Sean Anders (screenplay), John Morris (screenplay), Josh Heald (story)","John Cusack, Clark Duke, Craig Robinson, Rob Corddry","A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.","English, Russian",USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BMTQwMjExODA4Ml5BMl5BanBnXkFtZTcwNTYwMDYxMw@@._V1_SX300.jpg,63,6.4,152392,tt1231587,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/hot_tub_time_machine/,2010-06-29,"$48,925,682",MGM,http://Kicksomepast.com/,True,NA,Rotten Tomatoes,63%
Dolphin Tale 2,2014,PG,2014-09-12,107 min,"Drama, Family",Charles Martin Smith,"Charles Martin Smith, Karen Janszen (characters), Noam Dromi (characters)","Ashley Judd, Morgan Freeman, Kris Kristofferson, Charles Martin Smith",The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMjA5NzE4ODQwMV5BMl5BanBnXkFtZTgwMTc4OTA5MTE@._V1_SX300.jpg,58,6.4,7364,tt2978462,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/dolphin_tale_2/,2014-12-09,N/A,Warner Bros. Pictures,http://www.dolphintale2.com,True,NA,Rotten Tomatoes,65%
Reindeer Games,2000,R,2000-02-25,104 min,"Action, Adventure, Crime, Drama, Thriller",John Frankenheimer,Ehren Kruger,"Ben Affleck, James Frain, Dana Stubblefield, Mark Acheson","After assuming his dead cellmate's identity to get with the other man's girlfriend, an ex-con finds himself a reluctant participant in a casino heist.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BZjNmNWIwZTAtMjM1MS00ODNiLTljYzMtNGI1ZmRkMmIxYzJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,37,5.7,35108,tt0184858,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/reindeer_games/,2000-08-08,N/A,Dimension Films,http://www.dimensionfilms.com/mm_front/owa/dim_movie_page.entryPoint?midStr=1333,True,NA,Rotten Tomatoes,25%
A Man Apart,2003,R,2003-04-04,109 min,"Action, Crime, Drama, Thriller",F. Gary Gray,"Christian Gudegast, Paul Scheuring","Vin Diesel, Larenz Tate, Timothy Olyphant, Geno Silva",A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.,"English, Spanish","USA, Germany",1 nomination.,https://m.media-amazon.com/images/M/MV5BMTk4NzEwNjk1N15BMl5BanBnXkFtZTYwNTEzNTk5._V1_SX300.jpg,36,6.1,41987,tt0266465,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/man_apart/,2003-09-02,"$26,183,197",New Line Cinema,http://www.amanapartmovie.com,True,NA,Rotten Tomatoes,11%
Aloha,2015,PG-13,2015-05-29,105 min,"Comedy, Drama, Romance",Cameron Crowe,Cameron Crowe,"Bradley Cooper, Emma Stone, Rachel McAdams, Bill Murray",A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watch-dog assigned to him.,"English, Hawaiian, Russian",USA,2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTg4Mjc0NTE1NV5BMl5BanBnXkFtZTgwNzcwNTQ3NTE@._V1_SX300.jpg,40,5.4,52532,tt1243974,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/aloha_2015/,2015-08-25,"$15,669,178",Sony Pictures,http://www.sonypictures.com/movies/aloha/,True,NA,Rotten Tomatoes,20%
Ghosts of Mississippi,1996,PG-13,1997-01-03,130 min,"Drama, History",Rob Reiner,Lewis Colick,"Alec Baldwin, James Woods, Virginia Madsen, Whoopi Goldberg",A Mississippi district attorney and the widow of Medgar Evers struggle to finally bring a white racist to justice for the 1963 murder of the civil rights leader.,English,USA,Nominated for 2 Oscars. Another 2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNDA1MDk0OTExN15BMl5BanBnXkFtZTcwNTA2MzMyMQ@@._V1_SX300.jpg,N/A,6.7,9408,tt0116410,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/ghosts_of_mississippi/,2000-01-18,N/A,Sony Pictures Home Entertainment,N/A,True,NA,Rotten Tomatoes,43%
Snow Falling on Cedars,1999,PG-13,2000-01-07,127 min,"Drama, Mystery, Romance, Thriller",Scott Hicks,"David Guterson (novel), Ronald Bass (screenplay), Scott Hicks (screenplay)","Ethan Hawke, Yûki Kudô, Reeve Carney, Anne Suzuki","A Japanese-American fisherman is accused of killing his neighbor at sea. In the 1950s, race figures into the trial. So does reporter Ishmael.","English, Japanese, German",USA,Nominated for 1 Oscar. Another 5 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BYWYzN2I5NWItYTdmNS00ZWNmLWI0MWItMTJhN2FjMjY3MDQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,44,6.8,13119,tt0120834,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/snow_falling_on_cedars/,2000-05-30,N/A,Universal Studios,http://www.snowfallingoncedars.com,True,NA,Rotten Tomatoes,40%
The Rite,2011,PG-13,2011-01-28,114 min,"Drama, Horror, Mystery, Thriller",Mikael Håfström,"Michael Petroni, Matt Baglio (book)","Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciarán Hinds",An American seminary student travels to Italy to take an exorcism course.,"English, Welsh, Italian, Latin, Russian, Hungarian","USA, Hungary, Italy",1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTcxNTAxMTMzNF5BMl5BanBnXkFtZTcwMjQ1MDAxNA@@._V1_SX300.jpg,38,6,84428,tt1161864,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_rite/,2011-05-17,"$33,037,754",Warner Bros. Pictures/New Line Cinema,http://www.what-do-you-believe.com/,True,NA,Rotten Tomatoes,21%
Gattaca,1997,PG-13,1997-10-24,106 min,"Drama, Sci-Fi, Thriller",Andrew Niccol,Andrew Niccol,"Ethan Hawke, Uma Thurman, Gore Vidal, Xander Berkeley",A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,"English, Esperanto",USA,Nominated for 1 Oscar. Another 6 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BNDQxOTc0MzMtZmRlOS00OWQ5LWI2ZDctOTAwNmMwOTYxYzlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,64,7.8,254736,tt0119177,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/gattaca/,1998-05-05,N/A,Columbia Pictures,N/A,True,NA,Rotten Tomatoes,82%
Isn't She Great,2000,R,2000-01-28,95 min,"Biography, Comedy, Drama",Andrew Bergman,"Michael Korda (article), Paul Rudnick (screenplay)","Bette Midler, Nathan Lane, Stockard Channing, David Hyde Pierce","An unsuccessful over-the-top actress becomes a successful over-the-top authoress in this biography of Jacqueline Susann, the famed writer of ""Valley of the Dolls"" and other trashy novels. ...",English,"USA, UK, Germany, Japan, Canada",2 nominations.,https://m.media-amazon.com/images/M/MV5BYmYyYmY5MWYtMjA0Yi00ZjgzLWE5ZjItNjdhOGRjMTc0MzY0XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,34,5.4,2130,tt0141399,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/isnt_she_great/,2000-07-18,N/A,Universal Studios Home Video,http://www.universalpictures.com/isntshegreat,True,NA,Rotten Tomatoes,25%
Space Chimps,2008,G,2008-07-18,81 min,"Animation, Adventure, Comedy, Family, Sci-Fi",Kirk DeMicco,"Kirk DeMicco (screenplay), Robert Moreland (screenplay), Kirk DeMicco (story), Jason Mayland (additional screenplay material)","Andy Samberg, Cheryl Hines, Jeff Daniels, Patrick Warburton",Three chimps are sent into space to explore the possibility of alien life when an unmanned space shuttle crash lands on an uncharted planet.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNDU0MDY1OTQzOV5BMl5BanBnXkFtZTcwNzQ3ODI3MQ@@._V1_SX300.jpg,36,4.5,9932,tt0482603,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1195801-space_chimps/,2008-11-24,"$29,942,542",20th Century Fox,http://www.spacechimpspower.com/,True,NA,Rotten Tomatoes,33%
Head of State,2003,PG-13,2003-03-28,95 min,Comedy,Chris Rock,"Chris Rock, Ali LeRoi","Chris Rock, Bernie Mac, Dylan Baker, Nick Searcy","When a presidential candidate dies unexpectedly in the middle of the campaign, Washington, D.C. alderman, Mays Gilliam is unexpectedly picked as his replacement.",English,USA,10 nominations.,https://m.media-amazon.com/images/M/MV5BZDg1NWMyMGUtZTYwMS00MTM2LWJjYmEtMjVjMWQ1YWE4ODc3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,44,5.4,16942,tt0325537,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/head_of_state/,2003-08-12,"$37,788,228",DreamWorks SKG,http://www.headofstate-themovie.com,True,NA,Rotten Tomatoes,30%
The Hangover,2009,R,2009-06-05,100 min,Comedy,Todd Phillips,"Jon Lucas, Scott Moore","Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha","Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",English,"USA, Germany",Won 1 Golden Globe. Another 12 wins & 25 nominations.,https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,73,7.7,659200,tt1119646,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/10010667-hangover/,2009-12-15,"$277,313,371",Warner Bros. Pictures,http://hangovermovie.warnerbros.com/,True,NA,Rotten Tomatoes,78%
Austin Powers: The Spy Who Shagged Me,1999,PG-13,1999-06-11,95 min,"Action, Adventure, Comedy, Crime",Jay Roach,"Mike Myers, Michael McCullers, Mike Myers (characters)","Mike Myers, Heather Graham, Michael York, Robert Wagner","Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".","English, German",USA,Nominated for 1 Oscar. Another 18 wins & 29 nominations.,https://m.media-amazon.com/images/M/MV5BMmFkZGQxN2YtODNlYS00MzM5LTk3NjQtNTUxYmQ1YzkwMDhmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,59,6.6,201099,tt0145660,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/austin_powers_the_spy_who_shagged_me/,1999-11-16,N/A,New Line Cinema,http://www.austinpowers.com,True,NA,Rotten Tomatoes,51%
Batman,1989,PG-13,1989-06-23,126 min,"Action, Adventure",Tim Burton,"Bob Kane (Batman characters), Sam Hamm (story), Sam Hamm (screenplay), Warren Skaaren (screenplay)","Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl",The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker.,"English, French, Spanish","USA, UK",Won 1 Oscar. Another 8 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BMTYwNjAyODIyMF5BMl5BanBnXkFtZTYwNDMwMDk2._V1_SX300.jpg,69,7.5,306716,tt0096895,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1001781-batman/,1997-03-25,N/A,Warner Bros. Pictures,N/A,True,NA,Rotten Tomatoes,72%
There Be Dragons,2011,PG-13,2011-03-25,122 min,"Biography, Drama, War",Roland Joffé,Roland Joffé,"Charlie Cox, Wes Bentley, Dougray Scott, Rodrigo Santoro","Arising out of the horror of the Spanish Civil War, a candidate for canonization is investigated by a journalist who discovers his own estranged father had a deep, dark and devastating connection to the saint's life.",English,"Spain, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BMjM3MTQ1Njk4M15BMl5BanBnXkFtZTcwNDQxOTQzNA@@._V1_SX300.jpg,33,5.8,4255,tt1316616,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/there_be_dragons/,2012-01-10,"$1,065,439",Samuel Goldwyn Films,http://www.therebedragonsfilm.com/,True,NA,Rotten Tomatoes,12%
Lethal Weapon 3,1992,R,1992-05-15,118 min,"Action, Crime, Thriller",Richard Donner,"Jeffrey Boam (screenplay), Jeffrey Boam (screenplay by), Robert Mark Kamen (screenplay by), Jeffrey Boam (story by), Shane Black (characters)","Mel Gibson, Danny Glover, Joe Pesci, Rene Russo",Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,English,USA,3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BOTFlNjI0NDQtMzlkNC00ZDU0LWE0ODktYmI2OTc2YjZlZmVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,40,6.7,144213,tt0104714,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/lethal_weapon_3/,1997-12-16,N/A,Warner Home Video,N/A,True,NA,Rotten Tomatoes,59%
The Blind Side,2009,PG-13,2009-11-20,129 min,"Biography, Drama, Sport",John Lee Hancock,"John Lee Hancock, Michael Lewis (book)","Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head","The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",English,USA,Won 1 Oscar. Another 7 wins & 30 nominations.,https://m.media-amazon.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_SX300.jpg,53,7.7,261928,tt0878804,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1212694-blind_side/,2010-03-23,"$255,900,000",Warner Bros. Pictures,http://www.TheBlindSideMovie.com,True,NA,Rotten Tomatoes,66%
Spy Kids,2001,PG,2001-03-30,88 min,"Action, Adventure, Comedy, Family, Sci-Fi",Robert Rodriguez,Robert Rodriguez,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara",The children of secret-agent parents must save them from danger.,"English, Spanish",USA,2 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BY2JhODU1NmQtNjllYS00ZmQwLWEwZjYtMTE5NjA1M2YyMzdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,71,5.5,97426,tt0227538,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/spy_kids/,2001-09-18,N/A,Dimension Films,http://www.spykids.com,True,NA,Rotten Tomatoes,93%
Horrible Bosses,2011,R,2011-07-08,98 min,"Comedy, Crime",Seth Gordon,"Michael Markowitz (screenplay), John Francis Daley (screenplay), Jonathan Goldstein (screenplay), Michael Markowitz (story)","Jason Bateman, Steve Wiebe, Kevin Spacey, Charlie Day",Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,English,USA,3 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BNzYxNDI5Njc5NF5BMl5BanBnXkFtZTcwMDUxODE1NQ@@._V1_SX300.jpg,57,6.9,394498,tt1499658,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/horrible_bosses/,2011-10-11,"$116,900,000",Warner Bros. Pictures,http://horriblebossesmovie.warnerbros.com/index.html,True,NA,Rotten Tomatoes,69%
True Grit,2010,PG-13,2010-12-22,110 min,"Adventure, Drama, Western","Ethan Coen, Joel Coen","Joel Coen (screenplay), Ethan Coen (screenplay), Charles Portis (novel)","Jeff Bridges, Hailee Steinfeld, Matt Damon, Josh Brolin",A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,English,USA,Nominated for 10 Oscars. Another 37 wins & 153 nominations.,https://m.media-amazon.com/images/M/MV5BMjIxNjAzODQ0N15BMl5BanBnXkFtZTcwODY2MjMyNA@@._V1_SX300.jpg,80,7.6,279688,tt1403865,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/true-grit-2010/,2011-06-07,"$171,031,347",Paramount Pictures,http://www.truegritmovie.com/,True,NA,Rotten Tomatoes,96%
The Devil Wears Prada,2006,PG-13,2006-06-30,109 min,"Comedy, Drama",David Frankel,"Aline Brosh McKenna (screenplay), Lauren Weisberger (novel)","Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci","A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.","English, French","USA, France",Nominated for 2 Oscars. Another 16 wins & 50 nominations.,https://m.media-amazon.com/images/M/MV5BZjQ3ZTIzOTItMGNjNC00MWRmLWJlMGEtMjJmMDM5ZDIzZGM3XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,62,6.9,332628,tt0458352,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_devil_wears_prada/,2006-12-12,"$124,700,000",20th Century Fox,http://www.devilwearspradamovie.com/,True,NA,Rotten Tomatoes,76%
Star Trek: The Motion Picture,1979,G,1979-12-08,132 min,"Adventure, Mystery, Sci-Fi",Robert Wise,"Gene Roddenberry (based on Star Trek created by), Harold Livingston (screenplay), Alan Dean Foster (story)","William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan","When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.","English, Klingon",USA,Nominated for 3 Oscars. Another 4 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BNzNlMzNlNmQtNmYzNS00YmU5LWIzYWQtMDRkYzIzNzEzOTIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,48,6.4,73594,tt0079945,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/star_trek_the_motion_picture/,2001-11-06,N/A,Paramount Home Video,N/A,True,NA,Rotten Tomatoes,44%
Identity Thief,2013,R,2013-02-08,111 min,"Adventure, Comedy, Crime, Drama",Seth Gordon,"Craig Mazin (screenplay), Jerry Eeten (story), Craig Mazin (story)","Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet",Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.,"English, Spanish",USA,1 win & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTY3NzM5MTk2Nl5BMl5BanBnXkFtZTcwMDQ4MjQ3OA@@._V1_SX300.jpg,35,5.7,112331,tt2024432,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/identity_thief/,2013-06-04,"$134,455,175",Universal Pictures,http://www.identitythiefmovie.com/,True,NA,Rotten Tomatoes,19%
Cape Fear,1991,R,1991-11-15,128 min,"Crime, Thriller",Martin Scorsese,"John D. MacDonald (novel), James R. Webb (earlier screenplay), Wesley Strick (screenplay)","Robert De Niro, Nick Nolte, Jessica Lange, Juliette Lewis","A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.",English,USA,Nominated for 2 Oscars. Another 4 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BNjdhNzZlYzYtYTBlNS00NTJiLWI2ZWUtMDI2YzI2MzM5NjY4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,73,7.3,150051,tt0101540,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1037581-cape_fear/,2001-09-18,N/A,MCA/Universal Pictures,N/A,True,NA,Rotten Tomatoes,75%
21,2008,PG-13,2008-03-28,123 min,"Crime, Drama, History, Thriller",Robert Luketic,"Peter Steinfeld (screenplay), Allan Loeb (screenplay), Ben Mezrich (book)","Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo","""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",English,USA,1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjAyNTU5OTcxOV5BMl5BanBnXkFtZTcwMDEyNjM2MQ@@._V1_SX300.jpg,48,6.8,211312,tt0478087,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/10009192-21/,2008-07-22,"$81,159,365",Sony/Columbia Pictures,http://www.sonypictures.com/movies/21/,True,NA,Rotten Tomatoes,35%
Trainwreck,2015,R,2015-07-17,125 min,"Comedy, Drama, Romance",Judd Apatow,Amy Schumer,"Colin Quinn, Devin Fabry, Carla Oudin, Amy Schumer","Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.","English, Mandarin","USA, Japan",Nominated for 2 Golden Globes. Another 5 wins & 25 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ4MjgwNTMyOV5BMl5BanBnXkFtZTgwMTc1MjI0NDE@._V1_SX300.jpg,75,6.2,119531,tt3152624,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/trainwreck/,2015-11-10,N/A,Universal Pictures,http://www.trainwreckmovie.com/,True,NA,Rotten Tomatoes,85%
Guess Who,2005,PG-13,2005-03-25,105 min,"Comedy, Romance",Kevin Rodney Sullivan,"William Rose (motion picture ""Guess Who's Coming to Dinner""), David Ronn (story), Jay Scherick (story), David Ronn (screenplay), Jay Scherick (screenplay), Peter Tolan (screenplay)","Bernie Mac, Ashton Kutcher, Zoe Saldana, Judith Scott","A young woman, Theresa, brings her boyfriend, Simon, home to meet her parents and surprise them with the news of their engagement. Another surprise: Simon is white.",English,USA,16 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0MjY3MTMzMl5BMl5BanBnXkFtZTcwNjc0NzgyMQ@@._V1_SX300.jpg,49,5.9,37532,tt0372237,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/guess_who/,2005-08-02,"$67,962,333",Sony Pictures,http://www.sonypictures.com/movies/guesswho/,True,NA,Rotten Tomatoes,42%
The English Patient,1996,R,1996-12-06,162 min,"Drama, Romance, War",Anthony Minghella,"Michael Ondaatje (novel), Anthony Minghella (screenplay)","Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas","At the close of WWII, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.","English, German, Italian, Arabic","USA, UK",Won 9 Oscars. Another 53 wins & 75 nominations.,https://m.media-amazon.com/images/M/MV5BOTkxZTdkNTQtM2QwOS00NzRlLWEyMGItYTcxOTE4NTgyNGVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,87,7.4,163605,tt0116209,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/english_patient/,1998-03-24,N/A,Miramax Films,N/A,True,NA,Rotten Tomatoes,84%
L.A. Confidential,1997,R,1997-09-19,138 min,"Crime, Drama, Mystery, Thriller",Curtis Hanson,"James Ellroy (novel), Brian Helgeland (screenplay), Curtis Hanson (screenplay)","Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell","As corruption grows in 1950s Los Angeles, three policemen -- one strait-laced, one brutal, and one sleazy -- investigate a series of murders with their own brand of justice.",English,USA,Won 2 Oscars. Another 85 wins & 82 nominations.,https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,90,8.3,485384,tt0119488,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/la_confidential/,1998-04-22,N/A,Warner Bros. Pictures,N/A,True,NA,Rotten Tomatoes,99%
Sky High,2005,PG,2005-07-29,100 min,"Adventure, Comedy, Family, Sci-Fi",Mike Mitchell,"Paul Hernandez, Robert Schooley, Mark McCorkle","Michael Angarano, Kurt Russell, Kelly Preston, Danielle Panabaker","Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.","English, Cantonese",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZjA2NmY1OTQtMjE4Mi00NGRkLWFmODUtM2Q3ZTRlYjZhNWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,62,6.2,70798,tt0405325,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1142872-sky_high/,2005-11-29,"$63,939,454",Buena Vista,http://disney.go.com/disneypictures/skyhigh/,True,NA,Rotten Tomatoes,73%
In & Out,1997,PG-13,1997-09-19,90 min,"Comedy, Romance",Frank Oz,Paul Rudnick,"Kevin Kline, Joan Cusack, Tom Selleck, Matt Dillon",A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,English,USA,Nominated for 1 Oscar. Another 7 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BNDZkMjVhZmItMmIyNC00OWYyLWFmZWQtMzIzZWZhY2QyMjZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,70,6.4,35737,tt0119360,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/in_and_out/,1998-10-20,N/A,Paramount,N/A,True,NA,Rotten Tomatoes,72%
Species,1995,R,1995-07-07,108 min,"Action, Horror, Sci-Fi, Thriller",Roger Donaldson,Dennis Feldman,"Ben Kingsley, Michael Madsen, Alfred Molina, Forest Whitaker",A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,English,USA,3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjEzOTkxNTcyM15BMl5BanBnXkFtZTcwOTk0MjI3NA@@._V1_SX300.jpg,49,5.8,68029,tt0114508,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/species/,1997-08-27,N/A,MGM Home Entertainment,N/A,True,NA,Rotten Tomatoes,44%
